Zipcode,state_id,county_fips,county_name
1945,MA,25009,Essex
1970,MA,25009,Essex
12033,NY,36083,Rensselaer
83126,WY,56023,Lincoln
1827,MA,25017,Middlesex
68736,NE,31027,Cedar
12047,NY,36001,Albany
3466,NH,33005,Cheshire
14425,NY,36069,Ontario
48532,MI,26049,Genesee
53718,WI,55025,Dane
3901,ME,23031,York
4043,ME,23031,York
12849,NY,36115,Washington
48603,MI,26145,Saginaw
3220,NH,33001,Belknap
48735,MI,26157,Tuscola
4068,ME,23017,Oxford
4010,ME,23017,Oxford
4346,ME,23011,Kennebec
4617,ME,23009,Hancock
97376,OR,41041,Lincoln
5454,VT,50011,Franklin
4763,ME,23003,Aroostook
58552,ND,38029,Emmons
59828,MT,30081,Ravalli
54559,WI,55051,Iron
49960,MI,26131,Ontonagon
725,PR,72025,Caguas
96765,HI,15007,Kauai
96716,HI,15007,Kauai
33016,FL,12086,Miami-Dade
33162,FL,12086,Miami-Dade
33056,FL,12086,Miami-Dade
33321,FL,12011,Broward
33067,FL,12011,Broward
78202,TX,48029,Bexar
32311,FL,12073,Leon
32505,FL,12033,Escambia
70744,LA,22063,Livingston
36439,AL,1099,Monroe
76844,TX,48333,Mills
85611,AZ,4023,Santa Cruz
76531,TX,48193,Hamilton
39209,MS,28049,Hinds
71028,LA,22013,Bienville
36867,AL,1113,Russell
75115,TX,48113,Dallas
39046,MS,28089,Madison
29414,SC,45019,Charleston
39346,MS,28159,Winston
92075,CA,6073,San Diego
35115,AL,1117,Shelby
71635,AR,5003,Ashley
85045,AZ,4013,Maricopa
30904,GA,13245,Richmond
29148,SC,45027,Clarendon
79412,TX,48303,Lubbock
85258,AZ,4013,Maricopa
75414,TX,48181,Grayson
30817,GA,13181,Lincoln
74730,OK,40013,Bryan
30328,GA,13121,Fulton
71923,AR,5019,Clark
91010,CA,6037,Los Angeles
74533,OK,40005,Atoka
73520,OK,40067,Jefferson
29020,SC,45055,Kershaw
72160,AR,5001,Arkansas
71961,AR,5097,Montgomery
35761,AL,1089,Madison
28904,NC,37043,Clay
28387,NC,37125,Moore
37312,TN,47011,Bradley
28739,NC,37089,Henderson
74941,OK,40061,Haskell
37385,TN,47123,Monroe
74401,OK,40101,Muskogee
27054,NC,37159,Rowan
93592,CA,6027,Inyo
27882,NC,37127,Nash
37221,TN,47037,Davidson
37184,TN,47189,Wilson
89061,NV,32023,Nye
37207,TN,47037,Davidson
38225,TN,47183,Weakley
37660,TN,47163,Sullivan
87419,NM,35045,San Juan
24273,VA,51720,Norton
41858,KY,21133,Letcher
24017,VA,51770,Roanoke
67019,KS,20035,Cowley
23059,VA,51087,Henrico
62951,IL,17199,Williamson
67876,KS,20057,Ford
24986,WV,54025,Greenbrier
94939,CA,6041,Marin
66075,KS,20107,Linn
25064,WV,54039,Kanawha
21874,MD,24045,Wicomico
95685,CA,6005,Amador
47106,IN,18019,Clark
47163,IN,18019,Clark
94574,CA,6055,Napa
19967,DE,10005,Sussex
66079,KS,20059,Franklin
63109,MO,29510,St. Louis
62839,IL,17025,Clay
65067,MO,29027,Callaway
62095,IL,17119,Madison
20036,DC,11001,District of Columbia
63373,MO,29183,St. Charles
64076,MO,29107,Lafayette
20815,MD,24031,Montgomery
20850,MD,24031,Montgomery
21201,MD,24510,Baltimore
47263,IN,18031,Decatur
66449,KS,20161,Riley
67623,KS,20141,Osborne
45773,OH,39167,Washington
21017,MD,24025,Harford
46162,IN,18081,Johnson
26519,WV,54077,Preston
62703,IL,17167,Sangamon
62545,IL,17167,Sangamon
80136,CO,8001,Adams
8091,NJ,34007,Camden
19146,PA,42101,Philadelphia
17201,PA,42055,Franklin
15486,PA,42051,Fayette
61844,IL,17183,Vermilion
46031,IN,18057,Hamilton
43040,OH,39159,Union
95528,CA,6023,Humboldt
18032,PA,42077,Lehigh
7936,NJ,34027,Morris
18232,PA,42025,Carbon
44709,OH,39151,Stark
11740,NY,36103,Suffolk
18351,PA,42095,Northampton
7620,NJ,34003,Bergen
7457,NJ,34027,Morris
10989,NY,36087,Rockland
96006,CA,6049,Modoc
44446,OH,39155,Trumbull
69165,NE,31111,Lincoln
46738,IN,18033,DeKalb
60471,IL,17031,Cook
12549,NY,36071,Orange
6451,CT,9009,New Haven
96037,CA,6093,Siskiyou
43614,OH,39095,Lucas
2650,MA,25001,Barnstable
60523,IL,17043,DuPage
60304,IL,17031,Cook
60644,IL,17031,Cook
68879,NE,31115,Loup
69351,NE,31161,Sheridan
1001,MA,25013,Hampden
2131,MA,25025,Suffolk
49043,MI,26159,Van Buren
13841,NY,36017,Chenango
12469,NY,36001,Albany
12187,NY,36095,Schoharie
1350,MA,25011,Franklin
1860,MA,25009,Essex
13205,NY,36067,Onondaga
13207,NY,36067,Onondaga
52132,IA,19191,Winneshiek
57047,SD,46125,Turner
4110,ME,23005,Cumberland
49458,MI,26105,Mason
57024,SD,46101,Moody
3812,NH,33003,Carroll
13690,NY,36089,St. Lawrence
4949,ME,23027,Waldo
5495,VT,50007,Chittenden
5408,VT,50007,Chittenden
83632,ID,16003,Adams
4978,ME,23025,Somerset
4411,ME,23019,Penobscot
55455,MN,27053,Hennepin
57455,SD,46107,Potter
55127,MN,27123,Ramsey
49847,MI,26109,Menominee
59324,MT,30011,Carter
99402,WA,53003,Asotin
49793,MI,26033,Chippewa
98506,WA,53067,Thurston
99032,WA,53043,Lincoln
58418,ND,38103,Wells
56680,MN,27061,Itasca
58269,ND,38019,Cavalier
969,PR,72061,Guaynabo
33134,FL,12086,Miami-Dade
78369,TX,48479,Webb
33542,FL,12101,Pasco
77078,TX,48201,Harris
39560,MS,28047,Harrison
78669,TX,48453,Travis
76629,TX,48395,Robertson
36473,AL,1035,Conecuh
75904,TX,48005,Angelina
85635,AZ,4003,Cochise
36444,AL,1099,Monroe
88063,NM,35013,Do??a Ana
75102,TX,48349,Navarro
75707,TX,48423,Smith
71001,LA,22013,Bienville
75137,TX,48113,Dallas
71060,LA,22017,Caddo
75410,TX,48499,Wood
30815,GA,13245,Richmond
75452,TX,48147,Fannin
29115,SC,45075,Orangeburg
29828,SC,45003,Aiken
30014,GA,13217,Newton
30094,GA,13247,Rockdale
85374,AZ,4013,Maricopa
76301,TX,48485,Wichita
38964,MS,28119,Quitman
79252,TX,48197,Hardeman
30538,GA,13257,Stephens
71909,AR,5051,Garland
29741,SC,45025,Chesterfield
35966,AL,1071,Jackson
35766,AL,1071,Jackson
74522,OK,40121,Pittsburg
38076,TN,47047,Fayette
28325,NC,37061,Duplin
28722,NC,37149,Polk
28501,NC,37107,Lenoir
89039,NV,32003,Clark
28216,NC,37119,Mecklenburg
79068,TX,48065,Carson
28786,NC,37087,Haywood
27704,NC,37063,Durham
27525,NC,37069,Franklin
72660,AR,5015,Carroll
41534,KY,21195,Pike
24887,WV,54047,McDowell
24853,WV,54047,McDowell
24572,VA,51009,Amherst
95387,CA,6099,Stanislaus
23225,VA,51760,Richmond
62984,IL,17059,Gallatin
40312,KY,21197,Powell
66091,KS,20003,Anderson
47136,IN,18061,Harrison
25304,WV,54039,Kanawha
25159,WV,54079,Putnam
63122,MO,29189,St. Louis
20603,MD,24017,Charles
20904,MD,24031,Montgomery
45776,OH,39105,Meigs
8402,NJ,34001,Atlantic
26146,WV,54095,Tyler
26377,WV,54103,Wetzel
26582,WV,54049,Marion
96106,CA,6063,Plumas
8067,NJ,34033,Salem
96129,CA,6063,Plumas
26039,WV,54051,Marshall
8063,NJ,34015,Gloucester
8740,NJ,34029,Ocean
43209,OH,39049,Franklin
45503,OH,39023,Clark
19444,PA,42091,Montgomery
43842,OH,39119,Muskingum
43976,OH,39067,Harrison
11561,NY,36059,Nassau
68419,NE,31109,Lancaster
17951,PA,42107,Schuylkill
7882,NJ,34041,Warren
50060,IA,19185,Wayne
7605,NJ,34003,Bergen
11964,NY,36103,Suffolk
18624,PA,42025,Carbon
44511,OH,39099,Mahoning
6607,CT,9001,Fairfield
61260,IL,17131,Mercer
61316,IL,17099,LaSalle
12518,NY,36071,Orange
46730,IN,18033,DeKalb
50214,IA,19125,Marion
43447,OH,39173,Wood
46615,IN,18141,St. Joseph
60643,IL,17031,Cook
60617,IL,17031,Cook
6119,CT,9003,Hartford
18437,PA,42127,Wayne
12449,NY,36111,Ulster
13856,NY,36025,Delaware
2116,MA,25025,Suffolk
2476,MA,25017,Middlesex
83604,ID,16073,Owyhee
57046,SD,46135,Yankton
48529,MI,26049,Genesee
13476,NY,36065,Oneida
13492,NY,36065,Oneida
14606,NY,36055,Monroe
51354,IA,19143,Osceola
4073,ME,23031,York
50472,IA,19131,Mitchell
56181,MN,27091,Martin
53947,WI,55047,Green Lake
54653,WI,55063,La Crosse
4576,ME,23015,Lincoln
49629,MI,26009,Antrim
5907,VT,50009,Essex
12979,NY,36019,Clinton
98683,WA,53011,Clark
49959,MI,26053,Gogebic
56655,MN,27021,Cass
56546,MN,27027,Clay
99027,WA,53063,Spokane
58357,ND,38005,Benson
99647,AK,2164,Lake and Peninsula
917,PR,72127,San Juan
33326,FL,12011,Broward
33434,FL,12099,Palm Beach
33908,FL,12071,Lee
33907,FL,12071,Lee
33990,FL,12071,Lee
33711,FL,12103,Pinellas
33637,FL,12057,Hillsborough
77465,TX,48321,Matagorda
77048,TX,48201,Harris
78957,TX,48021,Bastrop
32351,FL,12039,Gadsden
70589,LA,22097,St. Landry
77861,TX,48185,Grimes
70427,LA,22117,Washington
31565,GA,13039,Camden
71302,LA,22079,Rapides
31622,GA,13019,Berrien
85607,AZ,4003,Cochise
31079,GA,13315,Wilcox
39175,MS,28049,Hinds
36106,AL,1101,Montgomery
71201,LA,22073,Ouachita
30240,GA,13285,Troup
29436,SC,45015,Berkeley
71642,AR,5003,Ashley
30909,GA,13245,Richmond
71631,AR,5011,Bradley
92662,CA,6059,Orange
39773,MS,28025,Clay
39741,MS,28025,Clay
38916,MS,28013,Calhoun
28469,NC,37019,Brunswick
30646,GA,13195,Madison
28455,NC,37047,Columbus
91007,CA,6037,Los Angeles
91008,CA,6037,Los Angeles
29649,SC,45047,Greenwood
71959,AR,5109,Pike
29565,SC,45033,Dillon
35646,AL,1033,Colbert
92347,CA,6071,San Bernardino
35647,AL,1083,Limestone
28305,NC,37051,Cumberland
38117,TN,47157,Shelby
37318,TN,47051,Franklin
27920,NC,37055,Dare
37365,TN,47061,Grundy
27885,NC,37095,Hyde
72523,AR,5023,Cleburne
38001,TN,47033,Crockett
38390,TN,47017,Carroll
27406,NC,37081,Guilford
86045,AZ,4005,Coconino
27243,NC,37135,Orange
37710,TN,47001,Anderson
38543,TN,47133,Overton
27027,NC,37157,Rockingham
28615,NC,37009,Ashe
42122,KY,21227,Warren
23944,VA,51111,Lunenburg
67337,KS,20125,Montgomery
23608,VA,51700,Newport News
62990,IL,17003,Alexander
24366,VA,51021,Bland
24523,VA,51019,Bedford
42436,KY,21107,Hopkins
25979,WV,54089,Summers
67855,KS,20187,Stanton
25162,WV,54039,Kanawha
41132,KY,21043,Carter
40212,KY,21111,Jefferson
21826,MD,24045,Wicomico
94931,CA,6097,Sonoma
95693,CA,6067,Sacramento
47177,IN,18019,Clark
64701,MO,29037,Cass
64743,MO,29037,Cass
20018,DC,11001,District of Columbia
64020,MO,29107,Lafayette
66605,KS,20177,Shawnee
26818,WV,54031,Hardy
65265,MO,29007,Audrain
45672,OH,39079,Jackson
26347,WV,54091,Taylor
8226,NJ,34009,Cape May
65281,MO,29041,Chariton
8021,NJ,34007,Camden
66935,KS,20157,Republic
66951,KS,20183,Smith
62688,IL,17129,Menard
8046,NJ,34005,Burlington
19301,PA,42029,Chester
64480,MO,29003,Andrew
17505,PA,42071,Lancaster
69046,NE,31065,Furnas
15555,PA,42111,Somerset
80758,CO,8125,Yuma
8518,NJ,34005,Burlington
15062,PA,42129,Westmoreland
7753,NJ,34025,Monmouth
16678,PA,42009,Bedford
15131,PA,42003,Allegheny
15122,PA,42003,Allegheny
15104,PA,42003,Allegheny
16648,PA,42013,Blair
15075,PA,42003,Allegheny
50065,IA,19053,Decatur
61553,IL,17057,Fulton
17961,PA,42107,Schuylkill
15061,PA,42007,Beaver
11205,NY,36047,Kings
7081,NJ,34039,Union
61480,IL,17071,Henderson
10044,NY,36061,New York
11959,NY,36103,Suffolk
44445,OH,39029,Columbiana
96013,CA,6089,Shasta
44483,OH,39155,Trumbull
69144,NE,31101,Keith
16334,PA,42031,Clarion
6357,CT,9011,New London
82050,WY,56021,Laramie
2833,RI,44009,Washington
60425,IL,17031,Cook
60419,IL,17031,Cook
60827,IL,17031,Cook
49040,MI,26149,St. Joseph
13790,NY,36007,Broome
83228,ID,16041,Franklin
50612,IA,19171,Tama
48239,MI,26163,Wayne
12192,NY,36039,Greene
48033,MI,26125,Oakland
1366,MA,25027,Worcester
48015,MI,26099,Macomb
1370,MA,25011,Franklin
52050,IA,19055,Delaware
48864,MI,26065,Ingham
3431,NH,33005,Cheshire
57716,SD,46113,Oglala Lakota
49440,MI,26121,Muskegon
48734,MI,26145,Saginaw
57563,SD,46121,Todd
54664,WI,55103,Richland
4106,ME,23005,Cumberland
57340,SD,46061,Hanson
4284,ME,23011,Kennebec
54022,WI,55093,Pierce
55436,MN,27053,Hennepin
57257,SD,46109,Roberts
56219,MN,27155,Traverse
98650,WA,53039,Klickitat
54842,WI,55031,Douglas
98943,WA,53037,Kittitas
98368,WA,53031,Jefferson
59247,MT,30091,Sheridan
99150,WA,53019,Ferry
59917,MT,30053,Lincoln
96796,HI,15007,Kauai
33145,FL,12086,Miami-Dade
33025,FL,12011,Broward
33865,FL,12049,Hardee
32960,FL,12061,Indian River
33510,FL,12057,Hillsborough
78022,TX,48297,Live Oak
33576,FL,12101,Pasco
34481,FL,12083,Marion
77071,TX,48201,Harris
70359,LA,22109,Terrebonne
32355,FL,12129,Wakulla
70815,LA,22033,East Baton Rouge
36611,AL,1097,Mobile
36474,AL,1039,Covington
76566,TX,48099,Coryell
31533,GA,13069,Coffee
39851,GA,13061,Clay
79935,TX,48141,El Paso
71401,LA,22025,Catahoula
36037,AL,1013,Butler
71118,LA,22017,Caddo
39327,MS,28101,Newton
71245,LA,22061,Lincoln
29407,SC,45019,Charleston
71701,AR,5103,Ouachita
85373,AZ,4013,Maricopa
29168,SC,45085,Sumter
71639,AR,5041,Desha
29204,SC,45079,Richland
29229,SC,45079,Richland
35951,AL,1095,Marshall
72167,AR,5125,Saline
38621,MS,28107,Panola
38824,MS,28057,Itawamba
93427,CA,6083,Santa Barbara
73434,OK,40137,Stephens
35618,AL,1079,Lawrence
35774,AL,1071,Jackson
72021,AR,5095,Monroe
28174,NC,37179,Union
38471,TN,47181,Wayne
72842,AR,5149,Yell
37361,TN,47139,Polk
87113,NM,35001,Bernalillo
38127,TN,47157,Shelby
28333,NC,37191,Wayne
72373,AR,5037,Cross
28150,NC,37045,Cleveland
87319,NM,35031,McKinley
93465,CA,6079,San Luis Obispo
28711,NC,37021,Buncombe
27959,NC,37055,Dare
27617,NC,37183,Wake
27942,NC,37091,Hertford
72459,AR,5075,Lawrence
93242,CA,6019,Fresno
23523,VA,51710,Norfolk
67355,KS,20019,Chautauqua
62910,IL,17127,Massac
41667,KY,21071,Floyd
23831,VA,51041,Chesterfield
95326,CA,6099,Stanislaus
23238,VA,51087,Henrico
23032,VA,51119,Middlesex
25913,WV,54109,Wyoming
42462,KY,21225,Union
62927,IL,17077,Jackson
21871,MD,24039,Somerset
64724,MO,29185,St. Clair
21849,MD,24045,Wicomico
22715,VA,51113,Madison
19940,DE,10005,Sussex
64746,MO,29037,Cass
84711,UT,49041,Sevier
45671,OH,39145,Scioto
47223,IN,18079,Jennings
64057,MO,29095,Jackson
63384,MO,29139,Montgomery
95458,CA,6033,Lake
21620,MD,24029,Kent
21229,MD,24510,Baltimore
26743,WV,54057,Mineral
21221,MD,24005,Baltimore
8348,NJ,34011,Cumberland
21239,MD,24510,Baltimore
84518,UT,49015,Emery
21286,MD,24005,Baltimore
62546,IL,17021,Christian
21087,MD,24005,Baltimore
26559,WV,54049,Marion
43144,OH,39073,Hocking
67644,KS,20147,Phillips
96124,CA,6091,Sierra
46121,IN,18133,Putnam
84629,UT,49039,Sanpete
46235,IN,18097,Marion
46226,IN,18097,Marion
19050,PA,42045,Delaware
96090,CA,6103,Tehama
15412,PA,42125,Washington
47958,IN,18045,Fountain
43749,OH,39059,Guernsey
69030,NE,31057,Dundy
19611,PA,42011,Berks
15132,PA,42003,Allegheny
43952,OH,39081,Jefferson
64461,MO,29147,Nodaway
10004,NY,36061,New York
44907,OH,39139,Richland
7018,NJ,34013,Essex
10024,NY,36061,New York
80612,CO,8123,Weld
44471,OH,39099,Mahoning
6825,CT,9001,Fairfield
16258,PA,42031,Clarion
10519,NY,36119,Westchester
43547,OH,39095,Lucas
44046,OH,39055,Geauga
43617,OH,39095,Lucas
2646,MA,25001,Barnstable
6024,CT,9005,Litchfield
1118,MA,25013,Hampden
97540,OR,41029,Jackson
2458,MA,25017,Middlesex
14769,NY,36013,Chautauqua
2152,MA,25025,Suffolk
48215,MI,26163,Wayne
97622,OR,41035,Klamath
1775,MA,25017,Middlesex
68749,NE,31027,Cedar
48093,MI,26099,Macomb
12158,NY,36001,Albany
14536,NY,36121,Wyoming
52065,IA,19061,Dubuque
48036,MI,26099,Macomb
52042,IA,19043,Clayton
3811,NH,33015,Rockingham
14203,NY,36029,Erie
14068,NY,36029,Erie
53717,WI,55025,Dane
57045,SD,46067,Hutchinson
53047,WI,55027,Dodge
53037,WI,55131,Washington
57039,SD,46083,Lincoln
48601,MI,26145,Saginaw
55954,MN,27045,Fillmore
48878,MI,26073,Isabella
5084,VT,50027,Windsor
13360,NY,36041,Hamilton
57374,SD,46087,McCook
3832,NH,33003,Carroll
4614,ME,23009,Hancock
54155,WI,55009,Brown
49717,MI,26031,Cheboygan
97828,OR,41063,Wallowa
59760,MT,30031,Gallatin
98358,WA,53031,Jefferson
926,PR,72127,San Juan
78595,TX,48215,Hidalgo
33417,FL,12099,Palm Beach
33477,FL,12099,Palm Beach
33983,FL,12015,Charlotte
34286,FL,12115,Sarasota
78372,TX,48249,Jim Wells
78389,TX,48025,Bee
70601,LA,22019,Calcasieu
